baseline_accession,baseline_gene_id,baseline_gene_name,alternative_accession,alternative_gene_id,alternative_gene_name,comparison_status,baseline_variant_count,alternative_variant_count,exact_shared_variant_count,target_only_variant_count,accepted_match_count,rejected_match_count,target_reference_match_count,callable_no_candidate_count,target_not_callable_count,unresolved_projection_count,burden_explanation
GCF_000005845.2,b3613,envC,GCF_003697165.2,EAS44_RS01265,envC,comparable,26,45,0,45,0,0,0,0,0,26,unresolved_liftover
GCF_000005845.2,b3614,yibQ,GCF_003697165.2,EAS44_RS01260,yibQ,comparable,11,25,0,25,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b3615,waaH,GCF_003697165.2,EAS44_RS01255,waaH,comparable,1,23,0,23,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3616,tdh,GCF_003697165.2,EAS44_RS01250,tdh,comparable,27,30,0,30,0,0,0,0,0,27,unresolved_liftover
GCF_000005845.2,b3617,kbl,GCF_003697165.2,EAS44_RS01245,kbl,comparable,27,29,0,29,0,0,0,0,0,27,unresolved_liftover
GCF_000005845.2,b3619,rfaD,GCF_003697165.2,EAS44_RS01240,rfaD,comparable,15,34,0,34,0,0,0,0,0,15,unresolved_liftover
GCF_000005845.2,b3620,waaF,GCF_003697165.2,EAS44_RS01235,rfaF,comparable,22,33,0,33,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b3621,waaC,GCF_003697165.2,EAS44_RS01230,rfaC,comparable,11,23,0,23,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b3633,waaA,GCF_003697165.2,EAS44_RS01180,waaA,comparable,17,26,0,26,0,0,0,0,0,17,unresolved_liftover
GCF_000005845.2,b3634,coaD,GCF_003697165.2,EAS44_RS01175,coaD,comparable,1,7,0,7,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3635,mutM,GCF_003697165.2,EAS44_RS01170,mutM,comparable,0,15,0,15,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3636,rpmG,GCF_003697165.2,EAS44_RS01165,rpmG,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3637,rpmB,GCF_003697165.2,EAS44_RS01160,rpmB,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3638,yicR,GCF_003697165.2,EAS44_RS01155,radC,comparable,6,11,0,11,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3639,dfp,GCF_003697165.2,EAS44_RS01150,coaBC,comparable,6,20,0,20,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3640,dut,GCF_003697165.2,EAS44_RS01145,dut,comparable,2,2,0,2,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3641,slmA,GCF_003697165.2,EAS44_RS01140,slmA,comparable,5,17,0,17,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3642,pyrE,GCF_003697165.2,EAS44_RS01135,pyrE,comparable,18,19,0,19,0,0,0,0,0,18,unresolved_liftover
GCF_000005845.2,b3643,rph,GCF_003697165.2,EAS44_RS01130,rph,comparable,10,22,0,22,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b3644,yicC,GCF_003697165.2,EAS44_RS01125,yicC,comparable,19,33,0,33,0,0,0,0,0,19,unresolved_liftover
GCF_000005845.2,b3646,yicG,GCF_003697165.2,EAS44_RS01115,yicG,comparable,2,10,0,10,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3647,ligB,GCF_003697165.2,EAS44_RS01110,ligB,comparable,5,59,0,59,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3648,gmk,GCF_003697165.2,EAS44_RS01105,gmk,comparable,2,3,0,3,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3649,rpoZ,GCF_003697165.2,EAS44_RS01100,rpoZ,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3650,spoT,GCF_003697165.2,EAS44_RS01095,spoT,comparable,15,47,0,47,0,0,0,0,0,15,unresolved_liftover
GCF_000005845.2,b3651,trmH,GCF_003697165.2,EAS44_RS01090,trmH,comparable,0,26,0,26,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3652,recG,GCF_003697165.2,EAS44_RS01085,recG,comparable,22,108,0,108,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b3653,gltS,GCF_003697165.2,EAS44_RS01080,gltS,comparable,2,56,0,56,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3655,yicH,GCF_003697165.2,EAS44_RS01070,yicH,comparable,0,42,0,42,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3656,yicI,GCF_003697165.2,EAS44_RS01025,yicI,comparable,2,63,0,63,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3660,yicL,GCF_003697165.2,EAS44_RS00995,yicL,comparable,1,24,0,24,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3663,yicN,GCF_003697165.2,EAS44_RS00975,yicN,comparable,13,9,0,9,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b3665,adeD,GCF_003697165.2,EAS44_RS00965,adeD,comparable,0,54,0,54,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3666,uhpT,GCF_003697165.2,EAS44_RS00960,uhpT,comparable,0,32,0,32,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3667,uhpC,GCF_003697165.2,EAS44_RS00955,uhpC,comparable,14,38,0,38,0,0,0,0,0,14,unresolved_liftover
GCF_000005845.2,b3668,uhpB,GCF_003697165.2,EAS44_RS00950,uhpB,comparable,4,45,0,45,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b3669,uhpA,GCF_003697165.2,EAS44_RS00945,uhpA,comparable,1,19,0,19,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3670,ilvN,GCF_003697165.2,EAS44_RS00940,ilvN,comparable,0,12,0,12,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3671,ilvB,GCF_003697165.2,EAS44_RS00935,ilvB,comparable,1,54,0,54,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3672,ivbL,GCF_003697165.2,EAS44_RS00930,ivbL,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4798,ysdE,GCF_003697165.2,EAS44_RS25300,ysdE,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3673,emrD,GCF_003697165.2,EAS44_RS00925,emrD,comparable,2,32,0,32,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3674,yidF,GCF_003697165.2,EAS44_RS00920,yidF,comparable,1,18,0,18,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3675,yidG,GCF_003697165.2,EAS44_RS00915,yidG,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3676,yidH,GCF_003697165.2,EAS44_RS00910,yidH,comparable,7,11,0,11,0,0,0,0,0,7,unresolved_liftover
GCF_000005845.2,b3679,yidK,GCF_003697165.2,EAS44_RS00900,yidK,comparable,1,47,0,47,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3680,yidL,GCF_003697165.2,EAS44_RS00895,yidL,comparable,6,21,0,21,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3685,yidE,GCF_003697165.2,EAS44_RS00890,yidE,comparable,17,59,0,59,0,0,0,0,0,17,unresolved_liftover
GCF_000005845.2,b3686,ibpB,GCF_003697165.2,EAS44_RS00885,ibpB,comparable,1,3,0,3,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3687,ibpA,GCF_003697165.2,EAS44_RS00880,ibpA,comparable,1,5,0,5,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3688,yidQ,GCF_003697165.2,EAS44_RS00875,yidQ,comparable,2,24,0,24,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3689,yidR,GCF_003697165.2,EAS44_RS00870,yidR,comparable,25,55,0,55,0,0,0,0,0,25,unresolved_liftover
GCF_000005845.2,b3690,cbrA,GCF_003697165.2,EAS44_RS00865,cbrA,comparable,20,40,0,40,0,0,0,0,0,20,unresolved_liftover
GCF_000005845.2,b3691,dgoT,GCF_003697165.2,EAS44_RS00860,dgoT,comparable,18,35,0,35,0,0,0,0,0,18,unresolved_liftover
GCF_000005845.2,b4478,dgoD,GCF_003697165.2,EAS44_RS00855,dgoD,comparable,2,40,0,40,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b4477,dgoA,GCF_003697165.2,EAS44_RS00850,dgoA,comparable,0,23,0,23,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4479,dgoR,GCF_003697165.2,EAS44_RS00840,dgoR,comparable,11,19,0,19,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b3697,yidA,GCF_003697165.2,EAS44_RS00830,yidA,comparable,0,18,0,18,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3698,yidB,GCF_003697165.2,EAS44_RS00825,yidB,comparable,0,13,0,13,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3699,gyrB,GCF_003697165.2,EAS44_RS00820,gyrB,comparable,0,42,0,42,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3700,recF,GCF_003697165.2,EAS44_RS00815,recF,comparable,0,17,0,17,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3701,dnaN,GCF_003697165.2,EAS44_RS00810,dnaN,comparable,0,27,0,27,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3702,dnaA,GCF_003697165.2,EAS44_RS00805,dnaA,comparable,0,18,0,18,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4757,ysdD,GCF_003697165.2,EAS44_RS25050,EAS44_RS25050,comparable,0,2,0,2,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3703,rpmH,GCF_003697165.2,EAS44_RS25045,rpmH,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3704,rnpA,GCF_003697165.2,EAS44_RS25040,rnpA,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b4557,yidD,GCF_003697165.2,EAS44_RS25035,yidD,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3705,yidC,GCF_003697165.2,EAS44_RS25030,yidC,comparable,8,15,0,15,0,0,0,0,0,8,unresolved_liftover
GCF_000005845.2,b3706,mnmE,GCF_003697165.2,EAS44_RS25025,mnmE,comparable,31,54,0,54,0,0,0,0,0,31,unresolved_liftover
GCF_000005845.2,b3707,tnaC,GCF_003697165.2,EAS44_RS25020,tnaC,comparable,4,4,0,4,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b3708,tnaA,GCF_003697165.2,EAS44_RS25015,tnaA,comparable,26,33,0,33,0,0,0,0,0,26,unresolved_liftover
GCF_000005845.2,b3709,tnaB,GCF_003697165.2,EAS44_RS25010,tnaB,comparable,11,61,0,61,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b3710,mdtL,GCF_003697165.2,EAS44_RS25005,mdtL,comparable,20,40,0,40,0,0,0,0,0,20,unresolved_liftover
GCF_000005845.2,b3711,yidZ,GCF_003697165.2,EAS44_RS25000,yidZ,comparable,20,34,0,34,0,0,0,0,0,20,unresolved_liftover
GCF_000005845.2,b3712,yieE,GCF_003697165.2,EAS44_RS24995,yieE,comparable,8,15,0,15,0,0,0,0,0,8,unresolved_liftover
GCF_000005845.2,b3713,yieF,GCF_003697165.2,EAS44_RS24990,yieF,comparable,2,10,0,10,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3716,cbrB,GCF_003697165.2,EAS44_RS24975,cbrB,comparable,13,14,0,14,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b3718,yieK,GCF_003697165.2,EAS44_RS24970,yieK,comparable,8,13,0,13,0,0,0,0,0,8,unresolved_liftover
GCF_000005845.2,b3719,yieL,GCF_003697165.2,EAS44_RS24965,yieL,comparable,24,33,0,33,0,0,0,0,0,24,unresolved_liftover
GCF_000005845.2,b3722,bglF,GCF_003697165.2,EAS44_RS24950,bglF,comparable,24,75,0,75,0,0,0,0,0,24,unresolved_liftover
GCF_000005845.2,b3724,phoU,GCF_003697165.2,EAS44_RS24940,phoU,comparable,13,21,0,21,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b3725,pstB,GCF_003697165.2,EAS44_RS24935,pstB,comparable,3,11,0,11,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b3726,pstA,GCF_003697165.2,EAS44_RS24930,pstA,comparable,22,22,0,22,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b3727,pstC,GCF_003697165.2,EAS44_RS24925,pstC,comparable,9,23,0,23,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b3728,pstS,GCF_003697165.2,EAS44_RS24920,pstS,comparable,14,20,0,20,0,0,0,0,0,14,unresolved_liftover
GCF_000005845.2,b3730,glmU,GCF_003697165.2,EAS44_RS24910,glmU,comparable,9,34,0,34,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b3731,atpC,GCF_003697165.2,EAS44_RS24900,atpC,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3732,atpD,GCF_003697165.2,EAS44_RS24895,atpD,comparable,1,7,0,7,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3733,atpG,GCF_003697165.2,EAS44_RS24890,atpG,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3734,atpA,GCF_003697165.2,EAS44_RS24885,atpA,comparable,1,17,0,17,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3735,atpH,GCF_003697165.2,EAS44_RS24880,atpH,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3736,atpF,GCF_003697165.2,EAS44_RS24875,atpF,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3737,atpE,GCF_003697165.2,EAS44_RS24870,atpE,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3738,atpB,GCF_003697165.2,EAS44_RS24865,atpB,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3739,atpI,GCF_003697165.2,EAS44_RS24860,atpI,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3740,rsmG,GCF_003697165.2,EAS44_RS24855,rsmG,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3741,mnmG,GCF_003697165.2,EAS44_RS24850,mnmG,comparable,17,38,0,38,0,0,0,0,0,17,unresolved_liftover
GCF_000005845.2,b3742,mioC,GCF_003697165.2,EAS44_RS24845,mioC,comparable,8,8,0,8,0,0,0,0,0,8,unresolved_liftover
GCF_000005845.2,b3743,asnC,GCF_003697165.2,EAS44_RS24840,asnC,comparable,2,12,0,12,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3744,asnA,GCF_003697165.2,EAS44_RS24835,asnA,comparable,14,23,0,23,0,0,0,0,0,14,unresolved_liftover
GCF_000005845.2,b3745,viaA,GCF_003697165.2,EAS44_RS24830,viaA,comparable,13,35,0,35,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b3746,ravA,GCF_003697165.2,EAS44_RS24825,ravA,comparable,14,32,0,32,0,0,0,0,0,14,unresolved_liftover
GCF_000005845.2,b3747,kup,GCF_003697165.2,EAS44_RS24820,kup,comparable,12,29,0,29,0,0,0,0,0,12,unresolved_liftover
GCF_000005845.2,b3748,rbsD,GCF_003697165.2,EAS44_RS24815,rbsD,comparable,1,3,0,3,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3749,rbsA,GCF_003697165.2,EAS44_RS24810,rbsA,comparable,4,29,0,29,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b3750,rbsC,GCF_003697165.2,EAS44_RS24805,rbsC,comparable,0,8,0,8,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3751,rbsB,GCF_003697165.2,EAS44_RS24800,rbsB,comparable,5,10,0,10,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3752,rbsK,GCF_003697165.2,EAS44_RS24795,rbsK,comparable,12,18,0,18,0,0,0,0,0,12,unresolved_liftover
GCF_000005845.2,b3753,rbsR,GCF_003697165.2,EAS44_RS24790,rbsR,comparable,6,14,0,14,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3754,hsrA,GCF_003697165.2,EAS44_RS24785,mdtD,comparable,14,29,0,29,0,0,0,0,0,14,unresolved_liftover
GCF_000005845.2,b3755,yieP,GCF_003697165.2,EAS44_RS24780,yieP,comparable,3,10,0,10,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b4480,hdfR,GCF_003697165.2,EAS44_RS24745,hdfR,comparable,0,24,0,24,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3764,maoP,GCF_003697165.2,EAS44_RS24740,maoP,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3765,yifB,GCF_003697165.2,EAS44_RS24735,yifB,comparable,0,39,0,39,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3766,ilvL,GCF_003697165.2,EAS44_RS24730,ilvL,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b4669,ilvX,GCF_003697165.2,EAS44_RS24725,ilvX,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3769,ilvM,GCF_003697165.2,EAS44_RS24715,ilvM,comparable,2,2,0,2,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3770,ilvE,GCF_003697165.2,EAS44_RS24710,ilvE,comparable,16,29,0,29,0,0,0,0,0,16,unresolved_liftover
GCF_000005845.2,b3771,ilvD,GCF_003697165.2,EAS44_RS24705,ilvD,comparable,73,89,0,89,0,0,0,0,0,73,unresolved_liftover
GCF_000005845.2,b3772,ilvA,GCF_003697165.2,EAS44_RS24700,ilvA,comparable,22,82,0,82,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b3773,ilvY,GCF_003697165.2,EAS44_RS24695,ilvY,comparable,0,50,0,50,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3774,ilvC,GCF_003697165.2,EAS44_RS24690,ilvC,comparable,1,77,0,77,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3775,ppiC,GCF_003697165.2,EAS44_RS24685,ppiC,comparable,0,11,0,11,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3778,rep,GCF_003697165.2,EAS44_RS24680,rep,comparable,52,49,0,49,0,0,0,0,0,52,unresolved_liftover
GCF_000005845.2,b3779,gpp,GCF_003697165.2,EAS44_RS24675,gppA,comparable,22,27,0,27,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b3780,rhlB,GCF_003697165.2,EAS44_RS24670,rhlB,comparable,10,18,0,18,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b3781,trxA,GCF_003697165.2,EAS44_RS24665,trxA,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3782,rhoL,GCF_003697165.2,EAS44_RS24660,rhoL,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3783,rho,GCF_003697165.2,EAS44_RS24655,rho,comparable,1,7,0,7,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3784,wecA,GCF_003697165.2,EAS44_RS24650,wecA,comparable,3,10,0,10,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b3785,wzzE,GCF_003697165.2,EAS44_RS24645,wzzE,comparable,7,15,0,15,0,0,0,0,0,7,unresolved_liftover
GCF_000005845.2,b3787,wecC,GCF_003697165.2,EAS44_RS24635,wecC,comparable,1,35,0,35,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3790,rffC,GCF_003697165.2,EAS44_RS24620,rffC,comparable,0,8,0,8,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3791,wecE,GCF_003697165.2,EAS44_RS24615,rffA,comparable,0,29,0,29,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3792,wzxE,GCF_003697165.2,EAS44_RS24610,wzxE,comparable,10,24,0,24,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b4481,wecF,GCF_003697165.2,EAS44_RS24605,rffT,comparable,21,19,0,19,0,0,0,0,0,21,unresolved_liftover
GCF_000005845.2,b3793,wzyE,GCF_003697165.2,EAS44_RS24600,wzyE,comparable,22,35,0,35,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b3794,rffM,GCF_003697165.2,EAS44_RS24595,wecG,comparable,14,17,0,17,0,0,0,0,0,14,unresolved_liftover
GCF_000005845.2,b3795,thrP,GCF_003697165.2,EAS44_RS24590,thrP,comparable,26,27,0,27,0,0,0,0,0,26,unresolved_liftover
GCF_000005845.2,b3800,aslB,GCF_003697165.2,EAS44_RS24565,aslB,comparable,55,46,0,46,0,0,0,0,0,55,unresolved_liftover
GCF_000005845.2,b3801,aslA,GCF_003697165.2,EAS44_RS24560,aslA,comparable,80,25,0,25,0,0,0,0,0,80,unresolved_liftover
GCF_000005845.2,b3802,hemY,GCF_003697165.2,EAS44_RS24555,hemY,comparable,46,38,0,38,0,0,0,0,0,46,unresolved_liftover
GCF_000005845.2,b3803,hemX,GCF_003697165.2,EAS44_RS24550,hemX,comparable,23,20,0,20,0,0,0,0,0,23,unresolved_liftover
GCF_000005845.2,b3804,hemD,GCF_003697165.2,EAS44_RS24545,hemD,comparable,9,8,0,8,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b3805,hemC,GCF_003697165.2,EAS44_RS24540,hemC,comparable,13,24,0,24,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b3806,cyaA,GCF_003697165.2,EAS44_RS24535,cyaA,comparable,77,82,0,82,0,0,0,0,0,77,unresolved_liftover
GCF_000005845.2,b3807,cyaY,GCF_003697165.2,EAS44_RS24530,cyaY,comparable,16,17,0,17,0,0,0,0,0,16,unresolved_liftover
GCF_000005845.2,b4558,lptM,GCF_003697165.2,EAS44_RS24515,lptM,comparable,0,2,0,2,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3809,dapF,GCF_003697165.2,EAS44_RS24510,dapF,comparable,9,13,0,13,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b3810,yigA,GCF_003697165.2,EAS44_RS24505,yigA,comparable,5,11,0,11,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3812,yigB,GCF_003697165.2,EAS44_RS24495,yigB,comparable,6,15,0,15,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b4482,yigE,GCF_003697165.2,EAS44_RS24480,yigE,comparable,9,13,0,13,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b4799,ysgD,GCF_003697165.2,EAS44_RS25435,ysgD,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3816,corA,GCF_003697165.2,EAS44_RS24475,corA,comparable,13,23,0,23,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b3819,rarD,GCF_003697165.2,EAS44_RS24460,rarD,comparable,2,37,0,37,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3820,yigI,GCF_003697165.2,EAS44_RS24455,yigI,comparable,6,9,0,9,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3821,pldA,GCF_003697165.2,EAS44_RS24450,pldA,comparable,41,26,0,26,0,0,0,0,0,41,unresolved_liftover
GCF_000005845.2,b3822,recQ,GCF_003697165.2,EAS44_RS24445,recQ,comparable,57,56,0,56,0,0,0,0,0,57,unresolved_liftover
GCF_000005845.2,b3823,rhtC,GCF_003697165.2,EAS44_RS24440,rhtC,comparable,28,26,0,26,0,0,0,0,0,28,unresolved_liftover
GCF_000005845.2,b3824,rhtB,GCF_003697165.2,EAS44_RS24435,rhtB,comparable,11,8,0,8,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b3825,pldB,GCF_003697165.2,EAS44_RS24430,pldB,comparable,9,15,0,15,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b3826,yigL,GCF_003697165.2,EAS44_RS24425,yigL,comparable,23,20,0,20,0,0,0,0,0,23,unresolved_liftover
GCF_000005845.2,b3827,bioP,GCF_003697165.2,EAS44_RS24420,bioP,comparable,18,10,0,10,0,0,0,0,0,18,unresolved_liftover
GCF_000005845.2,b3828,metR,GCF_003697165.2,EAS44_RS24415,metR,comparable,32,19,0,19,0,0,0,0,0,32,unresolved_liftover
GCF_000005845.2,b3829,metE,GCF_003697165.2,EAS44_RS24410,metE,comparable,53,47,0,47,0,0,0,0,0,53,unresolved_liftover
GCF_000005845.2,b3830,ysgA,GCF_003697165.2,EAS44_RS24325,ysgA,comparable,15,13,0,13,0,0,0,0,0,15,unresolved_liftover
GCF_000005845.2,b3831,udp,GCF_003697165.2,EAS44_RS24320,udp,comparable,8,4,0,4,0,0,0,0,0,8,unresolved_liftover
GCF_000005845.2,b3832,rmuC,GCF_003697165.2,EAS44_RS24285,rmuC,comparable,22,46,0,46,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b3833,ubiE,GCF_003697165.2,EAS44_RS24280,ubiE,comparable,2,4,0,4,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3834,ubiJ,GCF_003697165.2,EAS44_RS24275,ubiJ,comparable,0,12,0,12,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3835,ubiB,GCF_003697165.2,EAS44_RS24270,ubiB,comparable,10,25,0,25,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b3836,tatA,GCF_003697165.2,EAS44_RS24265,tatA,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3838,tatB,GCF_003697165.2,EAS44_RS24260,tatB,comparable,1,7,0,7,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3839,tatC,GCF_003697165.2,EAS44_RS24255,tatC,comparable,2,8,0,8,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b4483,tatD,GCF_003697165.2,EAS44_RS24250,tatD,comparable,1,13,0,13,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3842,rfaH,GCF_003697165.2,EAS44_RS24245,rfaH,comparable,7,28,0,28,0,0,0,0,0,7,unresolved_liftover
GCF_000005845.2,b3843,ubiD,GCF_003697165.2,EAS44_RS24240,ubiD,comparable,3,34,0,34,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b3844,fre,GCF_003697165.2,EAS44_RS24235,fre,comparable,25,21,0,21,0,0,0,0,0,25,unresolved_liftover
GCF_000005845.2,b3845,fadA,GCF_003697165.2,EAS44_RS24230,fadA,comparable,42,41,0,41,0,0,0,0,0,42,unresolved_liftover
GCF_000005845.2,b3846,fadB,GCF_003697165.2,EAS44_RS24225,fadB,comparable,26,65,0,65,0,0,0,0,0,26,unresolved_liftover
GCF_000005845.2,b3847,pepQ,GCF_003697165.2,EAS44_RS24220,pepQ,comparable,24,37,0,37,0,0,0,0,0,24,unresolved_liftover
