block_id,direction,source_accession,target_accession,query_name,query_length,query_start,query_end,strand,target_name,target_length,target_start,target_end,matches,alignment_bases,identity,mapq,alignment_type,chain_score,secondary_score,qualifying,reciprocal
GCF_000026225.1_to_GCF_000005845.2:237,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,0,6252,+,NC_000913.3,4641652,132,6501,5134,6387,0.80382026,60,P,329,4981,false,false
GCF_000026225.1_to_GCF_000005845.2:238,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,3562772,3566010,+,NC_000913.3,4641652,3637119,3640549,2759,3437,0.80273494,60,P,187,17795,false,false
GCF_000026225.1_to_GCF_000005845.2:239,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,3606905,3611289,+,NC_000913.3,4641652,3695905,3700287,3636,4389,0.82843472,60,P,386,17795,false,false
GCF_000026225.1_to_GCF_000005845.2:240,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,4586517,4587616,+,NC_000913.3,4641652,4639588,4640687,1022,1099,0.92993631,60,P,565,0,false,false
GCF_000026225.1_to_GCF_000005845.2:241,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1754019,1758825,-,NC_000913.3,4641652,1301928,1306735,3972,4807,0.82629499,60,P,93,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:242,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,703956,705749,-,NC_000913.3,4641652,2608507,2610252,1517,1793,0.84606804,60,P,65,185,false,false
GCF_000026225.1_to_GCF_000005845.2:243,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1094024,1095951,+,NC_000913.3,4641652,966521,968448,1658,1927,0.86040477,60,P,272,135,false,false
GCF_000026225.1_to_GCF_000005845.2:244,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,283833,285524,-,NC_000913.3,4641652,2922861,2924544,1459,1697,0.85975250,60,P,230,4978,false,false
GCF_000026225.1_to_GCF_000005845.2:245,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2717124,2720111,-,NC_000913.3,4641652,393231,396200,2488,2988,0.83266399,60,P,335,1948,false,false
GCF_000026225.1_to_GCF_000005845.2:246,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,4477427,4482180,-,NC_000913.3,4641652,3249347,3254881,3908,5548,0.70439798,60,P,267,354,false,false
GCF_000026225.1_to_GCF_000005845.2:247,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1394067,1398790,-,NC_000913.3,4641652,1784773,1789367,3792,4729,0.80186086,32,P,19,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:248,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1447214,1449395,-,NC_000913.3,4641652,1712556,1714737,1831,2187,0.83721994,60,P,117,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:249,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,4351191,4353150,+,NC_000913.3,4641652,4417680,4419639,1678,1961,0.85568587,60,P,58,3642,false,false
GCF_000026225.1_to_GCF_000005845.2:250,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,3625878,3627092,+,NC_000913.3,4641652,3710816,3712030,1077,1214,0.88714992,60,P,93,17795,false,false
GCF_000026225.1_to_GCF_000005845.2:251,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1767037,1768673,-,NC_000913.3,4641652,1291388,1293034,1426,1648,0.86529126,60,P,177,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:252,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,630483,631321,-,NC_000913.3,4641652,2467752,2468590,770,838,0.91885442,60,P,388,0,false,false
GCF_000026225.1_to_GCF_000005845.2:253,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1685434,1692028,-,NC_000913.3,4641652,1398188,1399828,1413,6601,0.21405848,44,P,163,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:254,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,688655,692260,-,NC_000913.3,4641652,2622988,2626593,2980,3605,0.82662968,60,P,186,185,false,false
GCF_000026225.1_to_GCF_000005845.2:255,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1873190,1877028,-,NC_000913.3,4641652,1163978,1168015,3153,4051,0.77832634,60,P,117,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:256,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,3126402,3127703,+,NC_000913.3,4641652,3231565,3232866,1137,1301,0.87394312,60,P,542,17795,false,false
GCF_000026225.1_to_GCF_000005845.2:257,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1008796,1010178,+,NC_000913.3,4641652,876708,878090,1200,1382,0.86830680,60,P,114,135,false,false
GCF_000026225.1_to_GCF_000005845.2:258,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2036936,2037509,+,NC_000913.3,4641652,737972,738545,552,573,0.96335079,2,P,375,371,false,false
GCF_000026225.1_to_GCF_000005845.2:259,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,135166,136433,+,NC_000913.3,4641652,113311,114578,1106,1267,0.87292818,60,P,140,4981,false,false
GCF_000026225.1_to_GCF_000005845.2:260,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2703625,2704702,-,NC_000913.3,4641652,409107,410184,953,1077,0.88486537,60,P,96,1948,false,false
GCF_000026225.1_to_GCF_000005845.2:261,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1020878,1022785,+,NC_000913.3,4641652,887975,889882,1619,1912,0.84675732,60,P,114,135,false,false
GCF_000026225.1_to_GCF_000005845.2:262,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1454844,1456445,-,NC_000913.3,4641652,1705451,1707052,1362,1601,0.85071830,60,P,103,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:263,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2100596,2101295,-,NC_000913.3,4641652,577652,578351,645,699,0.92274678,60,P,319,79,false,false
GCF_000026225.1_to_GCF_000005845.2:264,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1982667,1983984,+,NC_000913.3,4641652,2020182,2021499,1139,1317,0.86484434,60,P,72,0,false,false
GCF_000026225.1_to_GCF_000005845.2:265,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,967995,969612,-,NC_000913.3,4641652,2315671,2317404,1380,1734,0.79584775,60,P,186,185,false,false
GCF_000026225.1_to_GCF_000005845.2:266,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1672862,1676346,-,NC_000913.3,4641652,1408412,1411912,2879,3512,0.81976082,60,P,177,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:267,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,524659,525257,+,NC_000913.3,4641652,497070,497671,563,601,0.93677205,60,P,163,0,false,false
GCF_000026225.1_to_GCF_000005845.2:268,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2883602,2884999,-,NC_000913.3,4641652,3666177,3667574,1200,1397,0.85898354,1,P,106,115,false,false
GCF_000026225.1_to_GCF_000005845.2:269,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2883785,2884999,-,NC_000913.3,4641652,1570642,1571856,1052,1214,0.86655684,0,S,115,,false,false
GCF_000026225.1_to_GCF_000005845.2:270,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,3640360,3641251,+,NC_000913.3,4641652,3719430,3720319,782,894,0.87472036,60,P,380,17795,false,false
GCF_000026225.1_to_GCF_000005845.2:271,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1909488,1911153,-,NC_000913.3,4641652,1127624,1129286,1405,1665,0.84384384,60,P,145,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:272,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1747509,1752905,-,NC_000913.3,4641652,1306820,1313772,4400,6983,0.63010168,60,P,196,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:273,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,4444769,4445939,+,NC_000913.3,4641652,4477724,4478893,1009,1170,0.86239316,60,P,768,3642,false,false
GCF_000026225.1_to_GCF_000005845.2:274,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,723347,727450,-,NC_000913.3,4641652,2586756,2590898,3348,4147,0.80733060,60,P,323,185,false,false
GCF_000026225.1_to_GCF_000005845.2:275,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1416746,1424354,-,NC_000913.3,4641652,1737538,1746597,6200,9095,0.68169324,60,P,322,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:276,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1290846,1291365,-,NC_000913.3,4641652,1907171,1907689,486,519,0.93641618,60,P,107,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:277,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,4188715,4189628,+,NC_000913.3,4641652,4230324,4231369,800,1045,0.76555024,60,P,159,3642,false,false
GCF_000026225.1_to_GCF_000005845.2:278,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2820718,2822721,+,NC_000913.3,4641652,2960575,2962578,1671,2003,0.83424863,60,P,37,0,false,false
GCF_000026225.1_to_GCF_000005845.2:279,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,927742,930277,-,NC_000913.3,4641652,2368995,2371521,2076,2539,0.81764474,60,P,93,185,false,false
GCF_000026225.1_to_GCF_000005845.2:280,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,3647236,3650255,+,NC_000913.3,4641652,3727770,3730788,2452,3025,0.81057851,60,P,75,17795,false,false
GCF_000026225.1_to_GCF_000005845.2:281,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,836505,837380,-,NC_000913.3,4641652,2460664,2461538,766,875,0.87542857,60,P,244,185,false,false
GCF_000026225.1_to_GCF_000005845.2:282,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2136467,2137108,+,NC_000913.3,4641652,2098561,2099202,580,641,0.90483619,60,P,89,1368,false,false
GCF_000026225.1_to_GCF_000005845.2:283,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,692910,694098,-,NC_000913.3,4641652,2621179,2622367,1017,1188,0.85606061,60,P,86,185,false,false
GCF_000026225.1_to_GCF_000005845.2:284,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2542370,2543163,-,NC_000913.3,4641652,657172,657965,703,794,0.88539043,60,P,293,1948,false,false
GCF_000026225.1_to_GCF_000005845.2:285,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1713353,1715393,-,NC_000913.3,4641652,1346981,1349021,1698,2040,0.83235294,60,P,61,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:286,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1425841,1426991,-,NC_000913.3,4641652,1734862,1735934,930,1150,0.80869565,60,P,65,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:287,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1940200,1940699,-,NC_000913.3,4641652,1097197,1097701,469,504,0.93055556,60,P,163,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:288,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2697211,2700192,-,NC_000913.3,4641652,415052,418034,2456,2999,0.81893965,60,P,126,1948,false,false
GCF_000026225.1_to_GCF_000005845.2:289,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1828269,1829784,-,NC_000913.3,4641652,1224599,1226102,1260,1516,0.83113456,60,P,168,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:290,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2323639,2324538,+,NC_000913.3,4641652,2269720,2270622,784,904,0.86725664,60,P,236,1368,false,false
GCF_000026225.1_to_GCF_000005845.2:291,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1932637,1933995,-,NC_000913.3,4641652,1103918,1105278,1131,1368,0.82675439,60,P,84,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:292,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1934462,1937054,-,NC_000913.3,4641652,1100850,1103443,2126,2595,0.81926782,50,P,33,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:293,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,175018,178894,+,NC_000913.3,4641652,153017,156893,3166,3884,0.81513903,60,P,126,4981,false,false
GCF_000026225.1_to_GCF_000005845.2:294,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,139696,141229,+,NC_000913.3,4641652,117833,119366,1282,1535,0.83517915,60,P,70,4981,false,false
GCF_000026225.1_to_GCF_000005845.2:295,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1663273,1664518,-,NC_000913.3,4641652,1441919,1443163,1050,1247,0.84202085,51,P,33,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:296,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,833238,835366,-,NC_000913.3,4641652,2464210,2466327,1700,2134,0.79662605,60,P,86,185,false,false
GCF_000026225.1_to_GCF_000005845.2:297,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1186680,1187617,+,NC_000913.3,4641652,1062860,1063797,798,937,0.85165422,60,P,193,135,false,false
GCF_000026225.1_to_GCF_000005845.2:298,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2623708,2624348,-,NC_000913.3,4641652,480087,480726,561,640,0.87656250,60,P,78,1948,false,false
GCF_000026225.1_to_GCF_000005845.2:299,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1984451,1987773,+,NC_000913.3,4641652,2021970,2025311,2708,3358,0.80643240,60,P,228,0,false,false
GCF_000026225.1_to_GCF_000005845.2:300,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1996648,1997563,-,NC_000913.3,4641652,575911,576826,780,915,0.85245902,60,P,94,0,false,false
GCF_000026225.1_to_GCF_000005845.2:301,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2865684,2866462,-,NC_000913.3,4641652,4509020,4509797,670,778,0.86118252,60,P,89,0,false,false
GCF_000026225.1_to_GCF_000005845.2:302,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,841369,841886,-,NC_000913.3,4641652,2456319,2456836,460,517,0.88974855,60,P,122,185,false,false
GCF_000026225.1_to_GCF_000005845.2:303,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1724183,1726603,-,NC_000913.3,4641652,1335760,1338181,1972,2421,0.81453945,60,P,42,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:304,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,931300,933348,-,NC_000913.3,4641652,2365936,2367984,1645,2048,0.80322266,60,P,100,185,false,false
GCF_000026225.1_to_GCF_000005845.2:305,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,965207,967622,-,NC_000913.3,4641652,2317777,2320192,1970,2419,0.81438611,60,P,115,185,false,false
GCF_000026225.1_to_GCF_000005845.2:306,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1626237,1626660,-,NC_000913.3,4641652,1487165,1487588,383,423,0.90543735,60,P,93,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:307,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1955274,1957143,-,NC_000913.3,4641652,1086971,1088840,1501,1869,0.80310326,60,P,61,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:308,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1214113,1216752,-,NC_000913.3,4641652,1997767,2000403,2159,2644,0.81656581,60,P,127,62,false,false
GCF_000026225.1_to_GCF_000005845.2:309,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,894764,895702,-,NC_000913.3,4641652,2405904,2406835,755,938,0.80490405,60,P,115,185,false,false
GCF_000026225.1_to_GCF_000005845.2:310,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1915387,1917639,-,NC_000913.3,4641652,1120446,1122696,1848,2260,0.81769912,60,P,163,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:311,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,3092541,3095219,+,NC_000913.3,4641652,3216326,3219112,2169,2805,0.77326203,60,P,93,17795,false,false
GCF_000026225.1_to_GCF_000005845.2:312,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,4020389,4020722,+,NC_000913.3,4641652,3803801,3804134,308,333,0.92492492,60,P,124,4934,false,false
GCF_000026225.1_to_GCF_000005845.2:313,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1461350,1464831,-,NC_000913.3,4641652,1687742,1691225,2778,3485,0.79713056,60,P,89,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:314,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1718967,1722193,-,NC_000913.3,4641652,1340148,1343380,2600,3253,0.79926222,60,P,75,12530,false,false
GCF_000026225.1_to_GCF_000005845.2:315,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,2077306,2077677,+,NC_000913.3,4641652,2079038,2079409,337,371,0.90835580,60,P,85,0,false,false
GCF_000026225.1_to_GCF_000005845.2:316,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011740.1,4588711,1212632,1213441,-,NC_000913.3,4641652,2001077,2001886,678,809,0.83807169,60,P,88,62,false,false
GCF_000026225.1_to_GCF_000005845.2:317,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011743.1,55150,7413,8174,-,NC_000913.3,4641652,19794,20555,695,761,0.91327201,1,P,274,291,false,false
GCF_000026225.1_to_GCF_000005845.2:318,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011743.1,55150,7413,8173,-,NC_000913.3,4641652,257907,258667,694,760,0.91315789,0,S,274,,false,false
GCF_000026225.1_to_GCF_000005845.2:319,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011743.1,55150,7413,8173,-,NC_000913.3,4641652,1978502,1979262,694,760,0.91315789,0,S,274,,false,false
GCF_000026225.1_to_GCF_000005845.2:320,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011743.1,55150,7413,8173,+,NC_000913.3,4641652,3583435,3584195,694,760,0.91315789,0,S,274,,false,false
GCF_000026225.1_to_GCF_000005845.2:321,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011743.1,55150,7407,8173,+,NC_000913.3,4641652,4518473,4519239,698,766,0.91122715,0,S,291,,false,false
GCF_000026225.1_to_GCF_000005845.2:322,GCF_000026225.1_to_GCF_000005845.2,GCF_000026225.1,GCF_000005845.2,NC_011743.1,55150,7413,8173,-,NC_000913.3,4641652,279162,279922,693,760,0.91184211,0,S,269,,false,false
GCF_000005845.2_to_GCF_000026225.1:1,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,177668,245945,+,NC_011740.1,4588711,199393,265276,61979,68600,0.90348397,60,P,41737,5026,true,true
GCF_000005845.2_to_GCF_000026225.1:2,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,2687064,2741244,-,NC_011740.1,4588711,471745,524515,50464,54234,0.93048641,60,P,32210,4889,true,true
GCF_000005845.2_to_GCF_000026225.1:3,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,29457,83755,+,NC_011740.1,4588711,38685,105734,49300,68826,0.71629907,60,P,26215,5026,false,false
GCF_000005845.2_to_GCF_000026225.1:4,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,3941661,3986033,-,NC_011740.1,4588711,3797788,3841214,41640,44399,0.93785896,60,P,28008,5818,true,true
GCF_000005845.2_to_GCF_000026225.1:5,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,3418936,3453454,+,NC_011740.1,4588711,3335016,3369546,33836,34532,0.97984478,60,P,29109,13173,true,true
GCF_000005845.2_to_GCF_000026225.1:6,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,4164916,4202044,-,NC_011740.1,4588711,3847151,3883114,34972,37139,0.94165163,60,P,28940,5105,true,true
GCF_000005845.2_to_GCF_000026225.1:7,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,2526987,2581623,-,NC_011740.1,4588711,732518,780938,43431,56504,0.76863585,60,P,21495,2724,false,false
GCF_000005845.2_to_GCF_000026225.1:8,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,3470092,3516295,+,NC_011740.1,4588711,3371077,3410640,37638,46239,0.81398819,60,P,22031,13173,false,false
GCF_000005845.2_to_GCF_000026225.1:9,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,1444511,1487006,-,NC_011740.1,4588711,1628032,1661925,32103,42826,0.74961472,60,P,14266,12549,false,false
GCF_000005845.2_to_GCF_000026225.1:10,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,3986686,4027275,-,NC_011740.1,4588711,3725414,3796528,37576,71287,0.52710873,60,P,17368,5085,false,false
GCF_000005845.2_to_GCF_000026225.1:11,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,813475,845554,-,NC_011740.1,4588711,2356741,2391124,30250,34730,0.87100489,60,P,16361,10848,true,true
GCF_000005845.2_to_GCF_000026225.1:12,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,689358,720563,-,NC_011740.1,4588711,2480227,2510702,28165,32303,0.87190044,60,P,17016,10848,true,true
GCF_000005845.2_to_GCF_000026225.1:13,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,419363,451872,-,NC_011740.1,4588711,2653825,2695882,30279,42214,0.71727389,60,P,14714,10848,false,false
GCF_000005845.2_to_GCF_000026225.1:14,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,3866447,3893421,+,NC_011740.1,4588711,4086351,4113250,25867,26976,0.95888938,60,P,17771,4978,true,true
GCF_000005845.2_to_GCF_000026225.1:15,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,4383850,4411992,+,NC_011740.1,4588711,4316591,4345344,26437,29118,0.90792637,60,P,13962,4016,true,true
GCF_000005845.2_to_GCF_000026225.1:16,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,4132456,4163743,-,NC_011740.1,4588711,3884287,3917819,28862,33964,0.84978212,60,P,13784,5105,false,false
GCF_000005845.2_to_GCF_000026225.1:17,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,3898520,3922700,+,NC_011740.1,4588711,4118754,4143600,23288,25013,0.93103586,60,P,17888,4978,true,true
GCF_000005845.2_to_GCF_000026225.1:18,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,2113433,2140334,+,NC_011740.1,4588711,2154750,2183336,25356,28808,0.88017217,60,P,15565,1368,true,true
GCF_000005845.2_to_GCF_000026225.1:19,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,2800617,2825647,-,NC_011740.1,4588711,384438,411853,23941,27422,0.87305813,60,P,14930,4889,true,false
GCF_000005845.2_to_GCF_000026225.1:20,GCF_000005845.2_to_GCF_000026225.1,GCF_000005845.2,GCF_000026225.1,NC_000913.3,4641652,3297170,3319967,+,NC_011740.1,4588711,3204939,3239720,22005,34791,0.63249116,60,P,14779,13173,false,false
